# t (s), T_Al (K), flux_Al (nm^-2.s^-1), z (nm), x
5.391759550516292165e+02,1.319598362757739324e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.396761182752392187e+02,1.319973884326347161e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.401762814988492210e+02,1.320346046883784766e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.406764447224593368e+02,1.320714850430052365e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.411766079460693391e+02,1.321080294965149733e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.416767711696794549e+02,1.321442380489076641e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.421769343932894571e+02,1.321801107001833316e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.426770976168994594e+02,1.322156474503419986e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.431772608405095752e+02,1.322508482993836196e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.436774240641195775e+02,1.322857132473082174e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.441775872877295797e+02,1.323202422941158147e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.446777505113396955e+02,1.323544354398063660e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.451779137349496978e+02,1.323882926843798714e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.456780769585598136e+02,1.324218140278363762e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.461782401821698159e+02,1.324549994701758578e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.466784034057798181e+02,1.324878490113983162e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.471785666293899340e+02,1.325203626515037513e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.476787298529999362e+02,1.325525403904921632e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.481788930766099384e+02,1.325843822283635291e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.486790563002200543e+02,1.326158881651178945e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.491792195238300565e+02,1.326470582007552366e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.496793827474401724e+02,1.326778923352755328e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.501795459710501746e+02,1.327083905686788057e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.506797091946601768e+02,1.327385529009650554e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.511798724182702927e+02,1.327683793321343046e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.516800356418802949e+02,1.327978698621865078e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.521801988654904108e+02,1.328270244911217105e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.526803620891004130e+02,1.328558432189398673e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.531805253127104152e+02,1.328843260456409780e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.536806885363205311e+02,1.329124729712251110e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.541808517599305333e+02,1.329402839956921753e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.546810149835405355e+02,1.329677591190422618e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.551811782071506514e+02,1.329948983412752796e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.556813414307606536e+02,1.330217016623912968e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.561815046543707695e+02,1.330481690823902909e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.566816678779807717e+02,1.330743006012722390e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.571818311015907739e+02,1.331000962190371865e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.576819943252008898e+02,1.331255559356851109e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.581821575488108920e+02,1.331506797512159892e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.586823207724210079e+02,1.331754676656298443e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.591824839960310101e+02,1.331999196789266989e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.596826472196410123e+02,1.332240357911065075e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.601828104432511282e+02,1.332478160021692929e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.606829736668611304e+02,1.332712603121150778e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.611831368904711326e+02,1.332943687209437940e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.616833001140812485e+02,1.333171412286555324e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.621834633376912507e+02,1.333395778352502248e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.626836265613013666e+02,1.333616785407278712e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.631837897849113688e+02,1.333834433450885172e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.636839530085213710e+02,1.334048722483321399e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.641841162321314869e+02,1.334259652504587393e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.646842794557414891e+02,1.334467223514682928e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.651844426793514913e+02,1.334671435513608458e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.656846059029616072e+02,1.334872288501363528e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.661847691265716094e+02,1.335069782477948593e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.666849323501817253e+02,1.335263917443363425e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.671850955737917275e+02,1.335454693397607798e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.676852587974017297e+02,1.335642110340681938e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.681854220210118456e+02,1.335826168272586074e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.686855852446218478e+02,1.336006867193319749e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.691857484682319637e+02,1.336184207102883192e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.696859116918419659e+02,1.336358188001276403e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.701860749154519681e+02,1.336528809888499381e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.706862381390620840e+02,1.336696072764552127e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.711864013626720862e+02,1.336859976629434641e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.716865645862820884e+02,1.337020521483146695e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.721867278098922043e+02,1.337177707325688743e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.726868910335022065e+02,1.337331534157060560e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.731870542571123224e+02,1.337482001977262144e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.736872174807223246e+02,1.337629110786293495e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.741873807043323268e+02,1.337772860584154387e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.746875439279424427e+02,1.337913251370845273e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.751877071515524449e+02,1.338050283146365700e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.756878703751624471e+02,1.338183955910715895e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.761880335987725630e+02,1.338314269663896084e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.766881968223825652e+02,1.338441224405905814e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.771883600459926811e+02,1.338564820136745311e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.776885232696026833e+02,1.338685056856414576e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.781886864932126855e+02,1.338801934564913608e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.786888497168228014e+02,1.338915453262242409e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.791890129404328036e+02,1.339025612948400976e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.796891761640429195e+02,1.339132413623389311e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.801893393876529217e+02,1.339235855287207414e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.806895026112629239e+02,1.339335937939855285e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.811896658348730398e+02,1.339432661581332923e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.816898290584830420e+02,1.339526026211640101e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.821899922820930442e+02,1.339616031830777274e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.826901555057031601e+02,1.339702678438743987e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.831903187293131623e+02,1.339785966035540696e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.836904819529232782e+02,1.339865894621166944e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.841906451765332804e+02,1.339942464195623188e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.846908084001432826e+02,1.340015674758908972e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.851909716237533985e+02,1.340085526311024523e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.856911348473634007e+02,1.340152018851969842e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.861912980709735166e+02,1.340215152381744929e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.866914612945835188e+02,1.340274926900349783e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.871916245181935210e+02,1.340331342407784405e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.876917877418036369e+02,1.340384398904048794e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.881919509654136391e+02,1.340434096389142951e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.886921141890236413e+02,1.340480434863066876e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.891922774126337572e+02,1.340523414325820568e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.896924406362437594e+02,1.340563034777403800e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.901926038598538753e+02,1.340599296217817027e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.906927670834638775e+02,1.340632198647060022e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.911929303070738797e+02,1.340661742065132557e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.916930935306839956e+02,1.340687926472035087e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.921932567542939978e+02,1.340710751867767158e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.926934199779040000e+02,1.340730218252328996e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.931935832015141159e+02,1.340746325625720601e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.936937464251241181e+02,1.340759073987942202e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.941939096487342340e+02,1.340768463338993342e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.946940728723442362e+02,1.340774493678874251e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.951942360959542384e+02,1.340777165007584927e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.956943993195643543e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.961945625431743565e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.966947257667844724e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.971948889903944746e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.976950522140044768e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.981952154376145927e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.986953786612245949e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.991955418848345971e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
5.996957051084447130e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.001958683320547152e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.006960315556648311e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.011961947792748333e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.016963580028848355e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.021965212264949514e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.026966844501049536e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.031968476737149558e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.036970108973250717e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.041971741209350739e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.046973373445451898e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.051975005681551920e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.056976637917651942e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.061978270153753101e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.066979902389853123e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.071981534625954282e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.076983166862054304e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.081984799098154326e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.086986431334255485e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.091988063570355507e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.096989695806455529e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.101991328042556688e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.106992960278656710e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.111994592514757869e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.116996224750857891e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.121997856986957913e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.126999489223059072e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.132001121459159094e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.137002753695260253e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.142004385931360275e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.147006018167460297e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.152007650403561456e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.157009282639661478e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.162010914875761500e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.167012547111862659e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.172014179347962681e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.177015811584063840e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.182017443820163862e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.187019076056263884e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.192020708292365043e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.197022340528465065e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.202023972764565087e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.207025605000666246e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.212027237236766268e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.217028869472867427e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.222030501708967449e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.227032133945067471e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.232033766181168630e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.237035398417268652e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.242037030653369811e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.247038662889469833e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.252040295125569855e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.257041927361671014e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.262043559597771036e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.267045191833871058e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.272046824069972217e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.277048456306072239e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.282050088542173398e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.287051720778273420e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.292053353014373442e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.297054985250474601e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.302056617486574623e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.307058249722674645e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.312059881958775804e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.317061514194875826e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.322063146430976985e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.327064778667077007e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.332066410903177029e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.337068043139278188e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.342069675375378210e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.347071307611479369e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.352072939847579391e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.357074572083679413e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.362076204319780572e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.367077836555880594e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.372079468791980617e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.377081101028081775e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.382082733264181797e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.387084365500282956e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.392085997736382978e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.397087629972483001e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.402089262208584159e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.407090894444684182e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.412092526680785340e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.417094158916885362e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.422095791152985385e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.427097423389086543e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.432099055625186566e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.437100687861286588e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.442102320097387747e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.447103952333487769e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.452105584569588927e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.457107216805688950e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.462108849041788972e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.467110481277890131e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.472112113513990153e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.477113745750090175e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.482115377986191334e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.487117010222291356e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.492118642458392515e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.497120274694492537e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.502121906930592559e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.507123539166693718e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.512125171402793740e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.517126803638894899e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.522128435874994921e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.527130068111094943e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.532131700347196102e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.537133332583296124e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.542134964819396146e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
6.547136597055497305e+02,1.340777660645191645e+03,0.000000000000000000e+00,8.128802681896216598e+01,0.000000000000000000e+00
