# t (s), T_Al (K), flux_Al (nm^-2.s^-1), z (nm), x
9.363055545980054148e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.039768519769838946e+02,1.000000000000000000e+00
9.368057178216154171e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.040894516055596739e+02,1.000000000000000000e+00
9.373058810452255329e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.042020512341354816e+02,1.000000000000000000e+00
9.378060442688355351e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.043146508627112610e+02,1.000000000000000000e+00
9.383062074924455374e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.044272504912870403e+02,1.000000000000000000e+00
9.388063707160556532e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.045398501198628480e+02,1.000000000000000000e+00
9.393065339396656555e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.046524497484386274e+02,1.000000000000000000e+00
9.398066971632756577e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.047650493770144067e+02,1.000000000000000000e+00
9.403068603868857736e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.048776490055902144e+02,1.000000000000000000e+00
9.408070236104957758e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.049902486341659937e+02,1.000000000000000000e+00
9.413071868341058916e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.051028482627418015e+02,1.000000000000000000e+00
9.418073500577158939e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.052154478913175808e+02,1.000000000000000000e+00
9.423075132813258961e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.053280475198933601e+02,1.000000000000000000e+00
9.428076765049360120e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.054406471484691679e+02,1.000000000000000000e+00
9.433078397285460142e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.055532467770449472e+02,1.000000000000000000e+00
9.438080029521561300e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.056658464056207549e+02,1.000000000000000000e+00
9.443081661757661323e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.057784460341965342e+02,1.000000000000000000e+00
9.448083293993761345e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.058910456627723136e+02,1.000000000000000000e+00
9.453084926229862504e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.060036452913481213e+02,1.000000000000000000e+00
9.458086558465962526e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.061162449199239006e+02,1.000000000000000000e+00
9.463088190702062548e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.062288445484996799e+02,1.000000000000000000e+00
9.468089822938163707e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.063414441770754877e+02,1.000000000000000000e+00
9.473091455174263729e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.064540438056512670e+02,1.000000000000000000e+00
9.478093087410364888e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.065666434342270747e+02,1.000000000000000000e+00
9.483094719646464910e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.066792430628028541e+02,1.000000000000000000e+00
9.488096351882564932e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.067918426913786334e+02,1.000000000000000000e+00
9.493097984118666091e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.069044423199544411e+02,1.000000000000000000e+00
9.498099616354766113e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.070170419485302205e+02,1.000000000000000000e+00
9.503101248590866135e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.071296415771059998e+02,1.000000000000000000e+00
9.508102880826967294e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.072422412056818075e+02,1.000000000000000000e+00
9.513104513063067316e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.073548408342575868e+02,1.000000000000000000e+00
9.518106145299168475e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.074674404628333946e+02,1.000000000000000000e+00
9.523107777535268497e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.075800400914091739e+02,1.000000000000000000e+00
9.528109409771368519e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.076926397199849532e+02,1.000000000000000000e+00
9.533111042007469678e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.078052393485607610e+02,1.000000000000000000e+00
9.538112674243569700e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.079178389771365403e+02,1.000000000000000000e+00
9.543114306479670859e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.080304386057123480e+02,1.000000000000000000e+00
9.548115938715770881e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.081430382342881273e+02,1.000000000000000000e+00
9.553117570951870903e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.082556378628639067e+02,1.000000000000000000e+00
9.558119203187972062e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.083682374914397144e+02,1.000000000000000000e+00
9.563120835424072084e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.084808371200154937e+02,1.000000000000000000e+00
9.568122467660172106e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.085934367485912730e+02,1.000000000000000000e+00
9.573124099896273265e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.087060363771670808e+02,1.000000000000000000e+00
9.578125732132373287e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.088186360057428601e+02,1.000000000000000000e+00
9.583127364368474446e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.089312356343186678e+02,1.000000000000000000e+00
9.588128996604574468e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.090438352628944472e+02,1.000000000000000000e+00
9.593130628840674490e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.091564348914702265e+02,1.000000000000000000e+00
9.598132261076775649e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.092690345200460342e+02,1.000000000000000000e+00
9.603133893312875671e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.093816341486218136e+02,1.000000000000000000e+00
9.608135525548976830e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.094942337771976213e+02,1.000000000000000000e+00
9.613137157785076852e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.096068334057734006e+02,1.000000000000000000e+00
9.618138790021176874e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.097194330343491799e+02,1.000000000000000000e+00
9.623140422257278033e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.098320326629249877e+02,1.000000000000000000e+00
9.628142054493378055e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.099446322915007670e+02,1.000000000000000000e+00
9.633143686729478077e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.100572319200765463e+02,1.000000000000000000e+00
9.638145318965579236e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.101698315486523541e+02,1.000000000000000000e+00
9.643146951201679258e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.102824311772281334e+02,1.000000000000000000e+00
9.648148583437780417e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.103950308058039411e+02,1.000000000000000000e+00
9.653150215673880439e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.105076304343797204e+02,1.000000000000000000e+00
9.658151847909980461e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.106202300629554998e+02,1.000000000000000000e+00
9.663153480146081620e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.107328296915313075e+02,1.000000000000000000e+00
9.668155112382181642e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.108454293201070868e+02,1.000000000000000000e+00
9.673156744618281664e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.109580289486828661e+02,1.000000000000000000e+00
9.678158376854382823e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.110706285772586739e+02,1.000000000000000000e+00
9.683160009090482845e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.111832282058344532e+02,1.000000000000000000e+00
9.688161641326584004e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.112958278344102609e+02,1.000000000000000000e+00
9.693163273562684026e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.114084274629860403e+02,1.000000000000000000e+00
9.698164905798784048e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.115210270915618196e+02,1.000000000000000000e+00
9.703166538034885207e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.116336267201376273e+02,1.000000000000000000e+00
9.708168170270985229e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.117462263487134067e+02,1.000000000000000000e+00
9.713169802507086388e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.118588259772892144e+02,1.000000000000000000e+00
9.718171434743186410e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.119714256058649937e+02,1.000000000000000000e+00
9.723173066979286432e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.120840252344407730e+02,1.000000000000000000e+00
9.728174699215387591e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.121966248630165808e+02,1.000000000000000000e+00
9.733176331451487613e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.123092244915923601e+02,1.000000000000000000e+00
9.738177963687587635e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.124218241201681394e+02,1.000000000000000000e+00
9.743179595923688794e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.125344237487439472e+02,1.000000000000000000e+00
9.748181228159788816e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.126470233773197265e+02,1.000000000000000000e+00
9.753182860395889975e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.127596230058955342e+02,1.000000000000000000e+00
9.758184492631989997e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.128722226344713135e+02,1.000000000000000000e+00
9.763186124868090019e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.129848222630470929e+02,1.000000000000000000e+00
9.768187757104191178e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.130974218916229006e+02,1.000000000000000000e+00
9.773189389340291200e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.132100215201986799e+02,1.000000000000000000e+00
9.778191021576391222e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.133226211487744592e+02,1.000000000000000000e+00
9.783192653812492381e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.134352207773502670e+02,1.000000000000000000e+00
9.788194286048592403e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.135478204059260463e+02,1.000000000000000000e+00
9.793195918284693562e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.136604200345018540e+02,1.000000000000000000e+00
9.798197550520793584e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.137730196630776334e+02,1.000000000000000000e+00
9.803199182756893606e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.138856192916534127e+02,1.000000000000000000e+00
9.808200814992994765e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.139982189202292204e+02,1.000000000000000000e+00
9.813202447229094787e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.141108185488049998e+02,1.000000000000000000e+00
9.818204079465195946e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.142234181773808075e+02,1.000000000000000000e+00
9.823205711701295968e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.143360178059565868e+02,1.000000000000000000e+00
9.828207343937395990e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.144486174345323661e+02,1.000000000000000000e+00
9.833208976173497149e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.145612170631081739e+02,1.000000000000000000e+00
9.838210608409597171e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.146738166916839532e+02,1.000000000000000000e+00
9.843212240645697193e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.147864163202597325e+02,1.000000000000000000e+00
9.848213872881798352e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.148990159488355403e+02,1.000000000000000000e+00
9.853215505117898374e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.150116155774113196e+02,1.000000000000000000e+00
9.858217137353999533e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.151242152059871273e+02,1.000000000000000000e+00
9.863218769590099555e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.152368148345629066e+02,1.000000000000000000e+00
9.868220401826199577e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.153494144631386860e+02,1.000000000000000000e+00
9.873222034062300736e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.154620140917144937e+02,1.000000000000000000e+00
9.878223666298400758e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.155746137202902730e+02,1.000000000000000000e+00
9.883225298534501917e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.156872133488660808e+02,1.000000000000000000e+00
9.888226930770601939e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.157998129774418601e+02,1.000000000000000000e+00
9.893228563006701961e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.159124126060176394e+02,1.000000000000000000e+00
9.898230195242803120e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.160250122345934471e+02,1.000000000000000000e+00
9.903231827478903142e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.161376118631692265e+02,1.000000000000000000e+00
9.908233459715003164e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.162502114917450058e+02,1.000000000000000000e+00
9.913235091951104323e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.163628111203208135e+02,1.000000000000000000e+00
9.918236724187204345e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.164754107488965928e+02,1.000000000000000000e+00
9.923238356423305504e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.165880103774724006e+02,1.000000000000000000e+00
9.928239988659405526e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.167006100060481799e+02,1.000000000000000000e+00
9.933241620895505548e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.168132096346239592e+02,1.000000000000000000e+00
9.938243253131606707e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.169258092631997670e+02,1.000000000000000000e+00
9.943244885367706729e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.170384088917755463e+02,1.000000000000000000e+00
9.948246517603806751e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.171510085203513256e+02,1.000000000000000000e+00
9.953248149839907910e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.172636081489271334e+02,1.000000000000000000e+00
9.958249782076007932e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.173762077775029127e+02,1.000000000000000000e+00
9.963251414312109091e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.174888074060787204e+02,1.000000000000000000e+00
9.968253046548209113e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.176014070346544997e+02,1.000000000000000000e+00
9.973254678784309135e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.177140066632302791e+02,1.000000000000000000e+00
9.978256311020410294e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.178266062918060868e+02,1.000000000000000000e+00
9.983257943256510316e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.179392059203818661e+02,1.000000000000000000e+00
9.988259575492611475e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.180518055489576739e+02,1.000000000000000000e+00
9.993261207728711497e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.181644051775334532e+02,1.000000000000000000e+00
9.998262839964811519e+02,1.340777660645191645e+03,9.962032875625429496e-01,1.182770048061092325e+02,1.000000000000000000e+00
